epoch,train_loss,val_loss,train_accuracy,val_accuracy,train_macro_f1,val_macro_f1
1,1.8302523266721287,1.671355544908639,0.3368926855312333,0.3900722708254089,0.22550818136931053,0.32565824264656584
2,1.33414918610465,1.0331007190057198,0.5260174955850343,0.6496766831494865,0.48326682364179036,0.6201365282383136
3,0.8254840427920815,0.9533652107087139,0.7164975974372664,0.6719284899201218,0.695774492756159,0.6395935750735874
4,0.5905379894196001,1.0214660329572054,0.802989855846236,0.6744009128946368,0.7898913045531767,0.6418390422259252
5,0.4130935478545326,1.0649611524140803,0.8673456815474968,0.6848611639406619,0.8570580383313932,0.6493407395974818
6,0.2921829405440565,1.1818164325386185,0.9082919216394924,0.6785850133130468,0.9022878681565059,0.6454372160971974
7,0.21109127231232022,1.2553900224530412,0.9357673826440511,0.6797261316089768,0.9309489098232403,0.645473720808433
8,0.1542152947595861,1.3302126234137273,0.9565074541048914,0.6772537086344618,0.9524812690154248,0.6445389045598213
9,0.11860293909005279,1.3842371105467606,0.9663230522814079,0.6782046405477368,0.9630044449724822,0.6442534821729606
10,0.0967353064447667,1.4115240615146067,0.9744137336235574,0.6774438950171168,0.9718694237685112,0.644080791075523
