epoch,train_loss,val_loss,train_accuracy,val_accuracy,train_macro_f1,val_macro_f1
1,1.7970752607376366,1.2422079833209538,0.3694196886935808,0.608786610878661,0.23727936436700844,0.5276440020560078
2,1.0719068560312797,1.0336654392563829,0.6534970635344367,0.6607074933434766,0.6072534700124392,0.6160551521265282
3,0.7931914940556587,1.012624256463049,0.7447533779621339,0.6799163179916318,0.7193329080078931,0.6490678604110784
4,0.6157220853682714,1.0508970188160458,0.802989855846236,0.6802966907569418,0.7829304369181564,0.6531231265923032
5,0.47253159395874567,1.1007278941801266,0.8530124440428765,0.6905667554203119,0.8395400902314627,0.655981005510951
6,0.3613046943404561,1.1572510350018048,0.8902624337755144,0.6888550779764169,0.8791900801665081,0.6565096498920233
7,0.2813626915911658,1.271178217249798,0.9143702000082139,0.6860022822365919,0.9071744893523169,0.6526855074607544
8,0.22477290994861815,1.3378421950585129,0.9319479239393815,0.6865728413845569,0.9249305631437434,0.6540478633574577
9,0.18091332653209294,1.3876521052766453,0.9467329253768122,0.6844807911753519,0.9411346712714255,0.652117982167364
10,0.1583216441146911,1.4154818647485488,0.9536736621627172,0.6861924686192469,0.9490941784923422,0.6553747473131132
