epoch,train_loss,val_loss,train_accuracy,val_accuracy,train_macro_f1,val_macro_f1
1,1.8582882187323304,1.6484612968766947,0.32995194874532835,0.40680867249904906,0.2241636141065121,0.3031314121180393
2,1.524861596605803,1.5995977523436606,0.4414144318041809,0.401863826550019,0.39373387724312314,0.3161838140530077
3,1.2185459837511465,0.9932755595515916,0.5551357345270853,0.6662228984404717,0.5223065440145197,0.6278649753717356
4,0.7556552984610814,0.8857371703033984,0.7379358495215409,0.699315329022442,0.7177711360819937,0.6669698072269999
5,0.5695610136348142,0.9148058921903565,0.8031952030884225,0.700266260935717,0.787279780675063,0.6678436056764429
6,0.4403761930595732,0.9488859715548792,0.8520678467288184,0.7050209205020921,0.8416250556316169,0.673135179798065
7,0.3423694172842193,0.9892852347402257,0.8873875723849028,0.7073031570939521,0.8791116904177082,0.6767439160924114
8,0.26130498398539515,1.039295746657548,0.9157665612550824,0.7118676302776721,0.9095431480184968,0.6794284749198513
9,0.2070802725529327,1.0920947779603403,0.9357673826440511,0.7090148345378471,0.9306700927388509,0.6789215335189607
10,0.17404811465596756,1.1058874525648417,0.9477185921393075,0.7101559528337771,0.9430192485031513,0.6783869791143258
