epoch,train_loss,val_loss,train_accuracy,val_accuracy,train_macro_f1,val_macro_f1
1,1.6310019493103027,1.1286146786785163,0.4452338905088505,0.6169646253328261,0.3395311738808837,0.5646306274175678
2,0.9747325014228904,1.0062278339326858,0.6757156351390201,0.6580448839863066,0.6431469872221219,0.6255861998070357
3,0.7264886577176658,1.023253404445728,0.7611400878886196,0.6641308482312667,0.738686966501747,0.6326144568253778
4,0.5302825514220267,1.1137005970386462,0.8338330116226539,0.6593761886648916,0.82053460190014,0.6287852569649586
5,0.3797780887792427,1.22141024335431,0.885128752720851,0.6601369341955116,0.8755952981291499,0.6324544846785612
6,0.2746177189215198,1.3162784506132867,0.920407408928498,0.6555724610117916,0.9129421073198549,0.6262655667024555
7,0.20006166178945928,1.441073278638971,0.9441044806768245,0.6532902244199316,0.93882430844918,0.621950037530031
8,0.15605771418433986,1.5244673339982322,0.9557271345845826,0.6534804108025866,0.9513984724750623,0.6248779050197416
9,0.12628328284636783,1.5736640562526896,0.9662409133845332,0.6485355648535565,0.9632596561246063,0.6198469430395261
10,0.11006574851736414,1.602126912954598,0.9710049694032609,0.6502472422974515,0.9684021075307423,0.6210586655089263
