epoch,train_loss,val_loss,train_accuracy,val_accuracy,train_macro_f1,val_macro_f1
1,1.910896918896929,1.4554929107529622,0.3174257669719496,0.49923925446938,0.1750164773489136,0.40033893595651465
2,1.1430076694037128,1.031730203335618,0.6215861020986488,0.6548117154811716,0.5746851174257158,0.5959905681659384
3,0.7944356840067299,0.919424405837975,0.7405642942215286,0.7042601749714721,0.7150540644009612,0.6723429307882891
4,0.6015792536003114,0.936871898586916,0.8054540227524745,0.700836820083682,0.7868911788413988,0.6711109172600102
5,0.44088144914154803,1.0418184179913277,0.8592550002053473,0.7071129707112971,0.8447518577246858,0.6761547334471515
6,0.3349953564296606,1.0926999153860535,0.8943283091708079,0.702928870292887,0.8820194594624446,0.6704696045913887
7,0.2538011413632286,1.1897321098791234,0.9217627007269292,0.7095853936858121,0.9134374302546691,0.6772434836469404
8,0.19685372534650195,1.2650188877810178,0.9421331471518337,0.701027006466337,0.9367712343332314,0.6699173620311546
9,0.15332428608581566,1.3015247458693373,0.9551521623064603,0.7050209205020921,0.951560426533027,0.6764537822309852
10,0.13275832584211703,1.3234795191388657,0.9622161074376772,0.7057816660327121,0.9584486573204585,0.6749859503792356
