epoch,train_loss,val_loss,train_accuracy,val_accuracy,train_macro_f1,val_macro_f1
1,1.931582487982212,1.5556776126376937,0.30797979383136886,0.4499809813617345,0.14909673587250516,0.26562062878581316
2,1.3235664632908983,1.0300305936671157,0.5502074007146084,0.6550019018638266,0.4987284595770066,0.6207104144929798
3,0.8950874286415866,0.968852738818999,0.7037249989732638,0.6869532141498669,0.6764170341355453,0.6528543311320676
4,0.6956634529268793,0.9541533044101893,0.7731323668323135,0.6901863826550019,0.7544446379077057,0.6644963204826277
5,0.5488402877942195,1.0523074219189654,0.8219639410242721,0.698554583491822,0.8073028418889531,0.662855824470054
6,0.4502925808079468,1.0500168302477244,0.8542855969444331,0.701597565614302,0.8423502820131923,0.6677814981740374
7,0.3664670565276769,1.1275788483940725,0.8845537804427287,0.697603651578547,0.8753766027812362,0.6638746754179135
8,0.29006631203787375,1.1836939370419055,0.909441866195737,0.697223278813237,0.9020277400341951,0.6665830148891961
9,0.24255326597055296,1.2062470605954692,0.925335742740975,0.699315329022442,0.9191795845348604,0.6676521253507671
10,0.21135975552479624,1.2195439056644606,0.9369173272002957,0.700836820083682,0.93129401749213,0.6681251313400279
