epoch,train_loss,val_loss,train_accuracy,val_accuracy,train_macro_f1,val_macro_f1
1,1.9275992668073052,1.7310475750811067,0.2989034457267239,0.3602130087485736,0.17158162433268895,0.2605894468475694
2,1.4902803362617796,1.1209495592679575,0.46683642038687423,0.6220996576645113,0.4155963803180487,0.5814228593468443
3,0.9354306037379289,1.0042056842374456,0.6780565936999466,0.6608976797261316,0.6531210093461693,0.6155086186091823
4,0.6691476645653358,1.04823102498517,0.7757608115323011,0.6582350703689616,0.7587847540845962,0.6255601145359724
5,0.48540678464527703,1.0604685748562064,0.8400755677851246,0.6683149486496767,0.8290542613466813,0.6346772017092395
6,0.33946899935873026,1.1260594908571733,0.8933426424083124,0.6745910992772918,0.885863683368115,0.6424644181953867
7,0.24293724983646628,1.227986605346951,0.9276767013019015,0.6641308482312667,0.9224950816236012,0.6329589506873416
8,0.18079874512865204,1.291441759577084,0.9478007310361822,0.6647014073792317,0.9435621494425619,0.6331806370855156
9,0.1383782376277554,1.3241951473088445,0.9621750379892398,0.6702168124762267,0.9588267765759036,0.6381061667031804
10,0.11280125843200298,1.3474215976001191,0.9707996221610744,0.6715481171548117,0.9682857457749426,0.6379477330136414
