epoch,train_loss,val_loss,train_accuracy,val_accuracy,train_macro_f1,val_macro_f1
1,1.783989256831174,1.2126366257350134,0.3648199104686024,0.5950931913275009,0.26326856141798427,0.5416333870737907
2,1.0654687495651498,1.0652436331770365,0.6472134379235287,0.6386458729554964,0.6095942862953767,0.604689641722405
3,0.774175433653513,1.047468593429821,0.7465193642449381,0.6580448839863066,0.7249155676191968,0.6214321891626593
4,0.5615805046059688,1.1326659958640992,0.8233603022711405,0.6523392925066566,0.8087673737176859,0.6208915639529689
5,0.3986870870388892,1.2331729671627725,0.8790504743521295,0.6534804108025866,0.8694510942992175,0.6201791018958799
6,0.2845927309701563,1.3111315552568925,0.9183128670581954,0.6584252567516166,0.9101357937419695,0.626816019491732
7,0.204184709536407,1.430739537986706,0.9430366750174545,0.6483453784709015,0.9373741239268012,0.6195712213770976
8,0.15321376641722761,1.488604023774888,0.9575341903158241,0.6519589197413466,0.9532104593369259,0.622655796693039
9,0.1234034971155456,1.546935992442233,0.9667337467657809,0.6525294788893116,0.9639835862963773,0.6227609036572646
10,0.10196944670769668,1.5662385522752444,0.9740441085876217,0.6517687333586916,0.9717243384624763,0.6225318296666336
