epoch,train_loss,val_loss,train_accuracy,val_accuracy,train_macro_f1,val_macro_f1
1,1.7407544111685564,1.243472318905032,0.3787013840404123,0.5842525675161658,0.2871520896289524,0.5109113916442767
2,1.071947002548952,0.9697839899995382,0.6332908949032815,0.6690756941802967,0.5972641688054179,0.6323944143018795
3,0.801772719276745,0.9451967187597072,0.727668487412214,0.6858120958539369,0.7037622067480851,0.6499094429099996
4,0.6018692334920573,0.9462493477030007,0.7992114665900037,0.700266260935717,0.7820953684895646,0.6645004173395909
5,0.4608850564436333,1.009552059789355,0.8491519158897696,0.6922784328642069,0.8371496635506218,0.6580327086067239
6,0.3470414467423676,1.0862340036341789,0.8875518501786521,0.694941042221377,0.8789627693988304,0.6617943411533544
7,0.26244254839144193,1.140304064106787,0.9174914780894493,0.700076074553062,0.9116789270807382,0.666877310391317
8,0.19558410142901458,1.2127158510601082,0.939094007967473,0.694941042221377,0.9340179732543786,0.6635709787832347
9,0.1588439052621047,1.2613053378915098,0.952729064848659,0.697984024343857,0.9489641347015723,0.664654474289065
10,0.1295324521018933,1.2694522011706293,0.9626268019220502,0.701597565614302,0.959063508967067,0.6686211346753829
