epoch,train_loss,val_loss,train_accuracy,val_accuracy,train_macro_f1,val_macro_f1
1,1.7010853597724103,1.1151940454861744,0.3961148301778307,0.6234309623430963,0.30829479850666336,0.5717623054953045
2,1.002675736514473,0.9232289534006884,0.6591646474187852,0.6852415367059719,0.6256568160412519,0.6516825618108937
3,0.7141765209090133,0.9269857810857678,0.7600312127808123,0.698934956257132,0.7394408662513672,0.663543371301264
4,0.5294974373544216,0.9765155996578916,0.8244691773789478,0.699315329022442,0.8082168011857486,0.6666456221109878
5,0.38490599591392544,1.0291298058333167,0.8746149739209003,0.698934956257132,0.862629728365294,0.6698942251756927
6,0.275099946882765,1.1321285795399154,0.912111380344162,0.700646633701027,0.9042123588390015,0.6690776746023995
7,0.20356498120173697,1.216091244675987,0.9362191465768614,0.701027006466337,0.9302124949074773,0.6712736002965294
8,0.1551743251150641,1.2891350461530704,0.9537147316111545,0.698174210726512,0.9497083761054941,0.6688655271522981
9,0.11735306450020577,1.3313300232525196,0.9653784549673498,0.701977938379612,0.9612886121499548,0.6713733002456099
10,0.09628662927412582,1.3546140318805158,0.9723191917532548,0.702738683910232,0.9691163681977204,0.6716886165828688
