epoch,train_loss,val_loss,train_accuracy,val_accuracy,train_macro_f1,val_macro_f1
1,1.73306453305841,1.1511173357569977,0.3827672594357058,0.607455306200076,0.2792999341638936,0.5486975459701883
2,1.0050281730563377,0.9574206073096425,0.6609717031500267,0.6724990490680868,0.6268220738695106,0.6395937816491659
3,0.7149945197886199,0.9678615922935111,0.76052404616206,0.6776340813997718,0.7387363409329921,0.6445812827513843
4,0.5011561270944734,1.059998947252743,0.8379399564663846,0.6782046405477368,0.8248944647221353,0.6453895619388006
5,0.347193305105824,1.165045077331894,0.8919873506098813,0.6705971852415367,0.8814363307433464,0.6381656058743499
6,0.24639641920447256,1.2477958474425863,0.9252125343956631,0.6749714720426018,0.9173743712962337,0.6382320302339655
7,0.17497769516189218,1.3344725489208298,0.949525647870549,0.6751616584252568,0.9440748969725801,0.6422554733845792
8,0.12665730692705407,1.4234494186254816,0.9642285104111051,0.6723088626854318,0.9597720209195741,0.6391897376058995
9,0.09646113357151016,1.4737565967237691,0.9749065670048052,0.6732597945987068,0.9723682823115216,0.6399334445649166
10,0.07861305805165446,1.5008730962277366,0.9806973592344654,0.6734499809813618,0.9785787398274604,0.6413892166715455
