epoch,train_loss,val_loss,train_accuracy,val_accuracy,train_macro_f1,val_macro_f1
1,1.7001047012051878,1.0997009853665571,0.3967719413528276,0.6298972993533662,0.30990794836665486,0.575521523059645
2,0.9636171717624937,0.903145556555995,0.6739907183046532,0.6899961962723469,0.642160873816938,0.6608398461344015
3,0.6971095673474615,0.958009468620383,0.7661505605979712,0.6924686192468619,0.7451116833118271,0.6598071974108362
4,0.516951260652291,0.9810781861811638,0.8317795392007885,0.697033092430582,0.8164204262215548,0.6670723547558832
5,0.37446615889486706,1.0486364781221722,0.8780237381411967,0.700076074553062,0.8674983241278003,0.6715263730405604
6,0.26728839418022404,1.1588822883678145,0.9158076307035197,0.694370483073412,0.9081720928350807,0.6617277344767674
7,0.19441902969941166,1.2523002008627286,0.9397511191424699,0.697223278813237,0.9327065592565545,0.6626018622493852
8,0.1457888498021678,1.2889525629169092,0.9551110928580229,0.698174210726512,0.9509283026609745,0.6669968109657276
9,0.11093010770192092,1.3620686154485249,0.9679658302189001,0.699125142639787,0.9657288222947054,0.667539280717003
10,0.09053997336457097,1.370726833102276,0.9751119142469916,0.700646633701027,0.9722365711166705,0.6700906940942281
