epoch,train_loss,val_loss,train_accuracy,val_accuracy,train_macro_f1,val_macro_f1
1,1.646661415105581,1.1246180019255327,0.42215286048708367,0.6224800304298213,0.3376308760567614,0.5627080319410118
2,1.0035715722524634,0.9856540196156856,0.664092981231262,0.6614682388740967,0.6305708681338421,0.6290676902598218
3,0.7789778430641365,1.0047081266577682,0.7405642942215286,0.6744009128946368,0.7197856214425411,0.6374764965540428
4,0.6145006780154583,1.0378266841161836,0.7990882582446918,0.6793457588436668,0.7822061017533427,0.650883020634755
5,0.48175078816979644,1.0866262624135894,0.8456610127725984,0.6728794218333968,0.8331951806309051,0.6403744373041529
6,0.37300667648952085,1.174288599923701,0.8825413774693006,0.6705971852415367,0.8737975597069464,0.6365707314573316
7,0.29571987993981863,1.2615102889556855,0.9094007967472997,0.6707873716241917,0.9020025435916641,0.6393382101878594
8,0.23509526202441622,1.3072626143637245,0.92907306254877,0.6677443895017117,0.9237504877642717,0.6354177928722357
9,0.19337031284092515,1.366220066056772,0.9423384943940203,0.6692658805629517,0.9372606286080559,0.6360306580258336
10,0.1669761311509016,1.3880586649991569,0.9497309951127356,0.6713579307721567,0.9452934704885418,0.6381805233251746
